tid,cid,column,value,label
109,1,name,periyali,-1
110,5,zipCode,,1
111,1,name,la cicala,-1
112,1,name,,1
113,13,years-in-business,20,-1
114,10,ratingValue,4E,1
115,0,id,116,-1
116,13,years-in-business,c31,1
117,0,id,118,-1
118,14,extra-phones,,1
119,7,website,http://nyasf.wordpress.com,-1
120,2,streetAddress,ada1B ow1yr,1
121,1,name,uno chicago grill,-1
122,7,website,Thttp://zest249.com,1
123,6,phone,(646) 707-0301,-1
124,9,categories,Chinese Restaurants;Asian Restaurants;Japanese Restaurants;Sushi Bars;RestaurantsL,1
125,10,ratingValue,5,-1
126,10,ratingValue,U,1
127,15,aka,,-1
128,10,ratingValue,4,1
129,1,name,mantra 986,-1
130,6,phone,L(212) 229-2752,1
131,15,aka,Alba Trattoria,-1
132,2,streetAddress,105 Avenue AK,1
133,11,neighborhood,Downtown Manhattan;Greenwich Village,-1
134,11,neighborhood,,1
135,7,website,http://www.empellon.com/cocina;http://empellon.com,-1
136,5,zipCode,,1
137,8,priceRange,$,-1
138,15,aka,,1
139,15,aka,,-1
140,11,neighborhood,vTwo Bridges;Downtown Manhattan;Chinatown,1
141,11,neighborhood,Downtown Manhattan;Chinatown,-1
142,5,zipCode,18300,1
143,6,phone,(212) 514-6000,-1
144,4,state,YN,1
145,0,id,146,-1
146,4,state,dNY,1
147,13,years-in-business,13,-1
148,14,extra-phones,Phone;(646) 834-2247;Fax Number;(212) 369-2384;Fax;(212) 369-2384k,1
149,7,website,http://www.ordervintnerwinemarketny.com;http://www.vintnerwinemarketny.com,-1
150,12,payment-method,,1
151,15,aka,,-1
152,12,payment-method,,1
153,7,website,http://www.pizzaschool.com,-1
154,0,id,,1
155,11,neighborhood,NoHo;Downtown Manhattan,-1
156,11,neighborhood,Little Italy;Downtown Manhattanw,1
157,11,neighborhood,Downtown Manhattan;Tribeca,-1
158,2,streetAddress,G264 Bleecker St,1
159,5,zipCode,10013,-1
160,5,zipCode,10007k,1
161,10,ratingValue,,-1
162,5,zipCode,,1
163,3,city,New York,-1
164,2,streetAddress,P118 Madison St,1
165,3,city,New York,-1
166,7,website,,1
167,13,years-in-business,25,-1
168,6,phone,,1
169,9,categories,Family Style Restaurants;Restaurants,-1
170,13,years-in-business,l15,1
171,6,phone,(212) 965-1560,-1
172,13,years-in-business,z,1
173,6,phone,(212) 279-9899,-1
174,9,categories,Japanese Restaurants;Asian Restaurants;Restaurantsm,1
175,12,payment-method,amex;discover;master card;visa,-1
176,8,priceRange,,1
177,6,phone,(212) 343-8017,-1
178,1,name,,1
179,15,aka,Rin Thai Restaurant;Basil Thai Restaurant,-1
180,3,city,New Yorkw,1
181,12,payment-method,amex;discover;master card;visa;all major credit cards,-1
182,9,categories,cChinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,1
183,11,neighborhood,Tribeca;Downtown Manhattan,-1
184,14,extra-phones,,1
185,4,state,NY,-1
186,12,payment-method,Tdiscover;amex;master card;visa;all major credit cards,1
187,1,name,amber,-1
188,14,extra-phones,81h25e7o0-n2812(P; ),1
189,2,streetAddress,102 Lexington Ave,-1
190,11,neighborhood,Flatiron District;Midtown Manhattan;Midtown;ChelseaM,1
191,0,id,192,-1
192,15,aka,Koi Sake Bar;Koi - Bryant Parkp,1
193,3,city,New York,-1
194,5,zipCode,10024x,1
195,3,city,New York,-1
196,1,name,Vchiam,1
197,9,categories,Sushi Bars;Asian Restaurants;Chinese Restaurants;Japanese Restaurants;Take Out Restaurants;Caterers;Thai Restaurants;Restaurants,-1
198,8,priceRange,Q,1
199,3,city,New York,-1
200,7,website,/t/ap_cwot/t.ep.ayhun/tmyparpmm;yoow./pnhemyopwyompms::ttcm;coh/wmw.ct.mwctoohh/o:ew.,1
201,11,neighborhood,Upper East Side;Upper Manhattan,-1
202,8,priceRange,$l,1
203,15,aka,,-1
204,12,payment-method,all major credit cardsN,1
205,15,aka,Crispo Restaurant,-1
206,11,neighborhood,Downtown Manhattan;Financial DistrictU,1
207,11,neighborhood,Midtown Manhattan;Garment District,-1
208,4,state,NY,1
209,11,neighborhood,Midtown Manhattan;NoMad,-1
210,15,aka,nanude Peued ;cu nbP&ou tbnnteRc saoPP &u&Per P ,1
211,8,priceRange,$$,-1
212,2,streetAddress, madAA vse0m7e3rt,1
213,3,city,New York,-1
214,8,priceRange,k$$,1
215,0,id,216,-1
216,15,aka,GNew York Kom Tang Soot Bul Hse;N Y Kom Tang Soot Bul House;New York Kom Tang House Corp,1
217,0,id,218,-1
218,6,phone,Y(212) 206-9777,1
219,2,streetAddress,231 E 9th St,-1
220,12,payment-method,ivvi l jsrsxaddtcerdct;e acrammaesero ;ardiasclmo;r;a,1
221,15,aka,,-1
222,7,website,,1
223,11,neighborhood,Downtown Manhattan;Tribeca,-1
224,11,neighborhood,Murray Hill;Midtown Manhattanj,1
225,4,state,NY,-1
226,12,payment-method,,1
227,4,state,NY,-1
228,15,aka,NYama Japanese Restaurant,1
229,2,streetAddress,988 2nd Ave,-1
230,11,neighborhood,sDowntown Manhattan;Lower East Side,1
231,14,extra-phones,Phone;(212) 564-7350,-1
232,14,extra-phones,,1
233,5,zipCode,10036,-1
234,4,state,,1
235,10,ratingValue,,-1
236,14,extra-phones,,1
237,7,website,http://www.jinrestaurantnyc.com,-1
238,6,phone,-)583213 32(02,1
239,10,ratingValue,4.5,-1
240,8,priceRange,$u,1
241,14,extra-phones,Phone;(917) 877-1123;Phone;(212) 582-6288;Fax;(212) 582-6288,-1
242,15,aka,,1
243,5,zipCode,10019,-1
244,5,zipCode,10065Z,1
245,15,aka,Phoenix Garden Inc,-1
246,10,ratingValue,,1
247,12,payment-method,amex;discover;master card;visa,-1
248,11,neighborhood,kHell's Kitchen;Midtown Manhattan,1
249,13,years-in-business,41,-1
250,1,name,,1
251,11,neighborhood,Downtown Manhattan;Greenwich Village,-1
252,14,extra-phones,o(2P678;(;7;a)7740n-8x)  712272h3F22-1e,1
253,9,categories,Family Style Restaurants;Caterers;Restaurants,-1
254,15,aka,F,1
255,15,aka,,-1
256,7,website,,1
257,2,streetAddress,43 W 65th St,-1
258,7,website,,1
259,14,extra-phones,Phone;(646) 927-1702;Phone;(212) 731-4339;TollFree;(877) 731-4339,-1
260,10,ratingValue,54.,1
261,15,aka,,-1
262,0,id,326,1
263,1,name,bowery pizza,-1
264,11,neighborhood,Downtown Manhattan;East VillageE,1
265,5,zipCode,10013,-1
266,3,city,New Yorkx,1
267,14,extra-phones,Phone;(917) 522-6092;Phone;(212) 348-4398,-1
268,15,aka,M,1
269,9,categories,American Restaurants;Bagels;Sandwich Shops;Hamburgers & Hot Dogs;Take Out Restaurants;Restaurants,-1
270,7,website,thrfmnl:y.tipaoe/c/,1
271,8,priceRange,$$,-1
272,9,categories,ratiLtaih  ass yha&nru eraretntnsesDOtutetnkreekuauaslaceefsuR aT;tauatSRvtlrnsBir aanue vR;RBtRrIruass t;ctensn; eac,1
273,15,aka,Lunella Ristornate,-1
274,3,city,hNew York,1
275,11,neighborhood,Downtown Manhattan;Chinatown,-1
276,11,neighborhood,MshoianrntioiDr lttwcFMat tnin;taad,1
277,2,streetAddress,717 9th Ave Frnt 1,-1
278,1,name,jeast side brick oven pizza,1
279,3,city,New York,-1
280,2,streetAddress, eSWt2 3tra,1
281,6,phone,(646) 410-2748,-1
282,12,payment-method,barecner;erci ademm rsleitvaidd;sxcdvs;jasdoao ralls;r;auim trcc ,1
283,8,priceRange,$$,-1
284,8,priceRange,$$Q,1
285,7,website,http://www.eastrivercafe.com,-1
286,3,city,New YorkY,1
287,10,ratingValue,4,-1
288,15,aka,,1
289,3,city,New York,-1
290,13,years-in-business,,1
291,12,payment-method,cash,-1
292,2,streetAddress,l2534 Broadway,1
293,5,zipCode,10003,-1
294,15,aka,N,1
295,3,city,New York,-1
296,15,aka,,1
297,7,website,http://www.caesarspalacepizza.com,-1
298,0,id,299o,1
299,6,phone,(212) 619-0802,-1
300,8,priceRange,$R,1
301,6,phone,(212) 477-1005,-1
302,6,phone,(212) 772-3331Q,1
303,7,website,http://www.bellavitae.com,-1
304,1,name,wondee siam vV,1
305,10,ratingValue,3,-1
306,1,name,sflor de sol,1
307,3,city,New York,-1
308,2,streetAddress,151 W 51st StZ,1
309,2,streetAddress,121 W 45th St,-1
310,15,aka,kGalli Restaurant;Galli Restaurant - Soho;Galli SoHo,1
311,5,zipCode,10016,-1
312,14,extra-phones,r,1
313,8,priceRange,$$,-1
314,8,priceRange,,1
315,15,aka,Barbalu Restaurant,-1
316,9,categories,ePizza;Italian Restaurants;Sandwich Shops;Restaurants,1
317,5,zipCode,10128,-1
318,13,years-in-business,,1
319,14,extra-phones,,-1
320,13,years-in-business,7,1
321,14,extra-phones,Phone;(718) 722-7200,-1
322,8,priceRange,,1
323,14,extra-phones,Phone;(212) 456-5691,-1
324,4,state,jNY,1
325,2,streetAddress,386 Broome St,-1
326,10,ratingValue,3.5,1
327,2,streetAddress,102 N End Ave,-1
328,1,name,,1
329,8,priceRange,,-1
330,3,city,,1
331,6,phone,(212) 370-1866,-1
332,3,city,tNew York,1
333,8,priceRange,$$$$,-1
334,8,priceRange,T,1
335,11,neighborhood,Downtown Manhattan;Bowery,-1
336,4,state,NYO,1
337,13,years-in-business,44,-1
338,11,neighborhood,Financial District;Downtown ManhattanY,1
339,7,website,http://www.seaorlando.com,-1
340,4,state,tNY,1
341,11,neighborhood,Downtown Manhattan;Chinatown,-1
342,1,name,l'apicioq,1
343,6,phone,(212) 777-5266,-1
344,15,aka,,1
345,8,priceRange,$$,-1
346,4,state,FNY,1
347,11,neighborhood,Midtown;Upper East Side;Upper Manhattan,-1
348,13,years-in-business,,1
349,5,zipCode,10022,-1
350,15,aka,gResette,1
351,14,extra-phones,Phone;(917) 877-1503;Fax;(212) 488-5802,-1
352,3,city,New Yorkr,1
353,13,years-in-business,4,-1
354,2,streetAddress,328 E 6th Str,1
355,15,aka,Jubilee 54 Restaurant,-1
356,0,id,537,1
357,4,state,NY,-1
358,0,id,359,1
359,5,zipCode,10014,-1
360,9,categories,HsarRarVridatrAtae;  ;etst te aRuuaerauktsunsCrsnsn;eana;aaetRttsrrine;teteOaittaaasuaaoddrnsT uReeng ;sEnn rslueslaItnthRatoetuFMn dan RReisrtsseats;sa,1
361,15,aka,Shanghai Duplicate Corp;Shaghai Duplicate,-1
362,15,aka,i'HBlsi-JtrMamuy romeyh  r lr,1
363,8,priceRange,$$,-1
364,9,categories,gThai Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,1
365,11,neighborhood,Upper West Side;Upper Manhattan,-1
366,10,ratingValue,,1
367,7,website,,-1
368,14,extra-phones,P,1
369,4,state,NY,-1
370,12,payment-method,ljta da sdeir lorrcmac,1
371,0,id,372,-1
372,3,city,kwrYoNe ,1
373,9,categories,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,-1
374,9,categories,American Restaurants;Restaurantsk,1
375,1,name,fresh burger,-1
376,14,extra-phones,g,1
377,12,payment-method,amex;master card;visa;all major credit cards,-1
378,10,ratingValue,3,1
379,12,payment-method,no credit cards,-1
380,13,years-in-business,,1
381,8,priceRange,,-1
382,12,payment-method,,1
383,6,phone,(212) 517-2288,-1
384,10,ratingValue,d,1
385,8,priceRange,$$,-1
386,1,name,skylight diners,1
387,4,state,NY,-1
388,13,years-in-business,Z,1
389,4,state,NY,-1
390,0,id,,1
391,12,payment-method,,-1
392,4,state,NYX,1
393,5,zipCode,10014,-1
394,3,city,,1
395,3,city,New York,-1
396,5,zipCode,q10019,1
397,5,zipCode,10010,-1
398,1,name,,1
399,14,extra-phones,Phone;(917) 722-3780;Fax;(212) 213-4642,-1
400,8,priceRange,$$$$,1
401,12,payment-method,master card;visa,-1
402,0,id,034,1
403,7,website,,-1
404,4,state,NY,1
405,12,payment-method,all major credit cards,-1
406,7,website,,1
407,8,priceRange,$$,-1
408,15,aka,,1
409,13,years-in-business,,-1
410,15,aka,,1
411,9,categories,Seafood Restaurants;Fish & Seafood Markets;Restaurants,-1
412,11,neighborhood,FTheater District;Midtown Manhattan,1
413,3,city,New York,-1
414,5,zipCode,50012,1
415,0,id,416,-1
416,1,name,zrossini's restaurant,1
417,7,website,,-1
418,8,priceRange,,1
419,12,payment-method,amex;discover;master card;visa;all major credit cards,-1
420,4,state,NY,1
421,12,payment-method,cash;amex;master card;visa,-1
422,7,website,Ehttp://hanachinesejapanesenyc.com,1
423,1,name,il duomo restaurant,-1
424,7,website,,1
425,15,aka,Hoian Restaurant,-1
426,3,city,zNew York,1
427,8,priceRange,,-1
428,9,categories,Indian Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurantsf,1
429,4,state,NY,-1
430,3,city,Y wNokre,1
431,0,id,432,-1
432,9,categories,gDelicatessens;Family Style Restaurants;Restaurants,1
433,13,years-in-business,,-1
434,10,ratingValue,4f,1
435,14,extra-phones,Phone;(212) 933-0707;Primary Phone;(212) 933-0707,-1
436,6,phone,a(212) 260-8484,1
437,9,categories,Coffee Shops;American Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;Health Food Restaurants;Coffee & Espresso Restaurants;Take Out Restaurants;Restaurants,-1
438,15,aka,Omar NYC;Omar's La Ranitaq,1
439,13,years-in-business,11,-1
440,0,id,,1
441,10,ratingValue,3.5,-1
442,5,zipCode,09201,1
443,7,website,,-1
444,5,zipCode,10013e,1
445,7,website,http://www.bondst.org;http://www.bondstrestaurant.com,-1
446,2,streetAddress,pW 54th St & 5th Ave,1
447,15,aka,Johns Restaurant;John's Restrnt,-1
448,10,ratingValue,c4.5,1
449,2,streetAddress,149 Sullivan St,-1
450,8,priceRange,,1
451,5,zipCode,10016,-1
452,0,id,435,1
453,15,aka,Rolf’s German Restaurant;Ralph's Bar And Restaurant;Rolf's German Restaurant,-1
454,8,priceRange,,1
455,3,city,New York,-1
456,12,payment-method,,1
457,7,website,,-1
458,9,categories,Family Style Restaurants;Take Out Restaurants;Bars;Restaurantse,1
459,8,priceRange,$,-1
460,15,aka,,1
461,9,categories,American Restaurants;Coffee Shops;Take Out Restaurants;Caterers;Italian Restaurants;Restaurants,-1
462,10,ratingValue,,1
463,15,aka,,-1
464,7,website,,1
465,14,extra-phones,Phone;(646) 794-5571;Fax;(212) 987-8151,-1
466,13,years-in-business,y5,1
467,15,aka,Lisca Ristorante,-1
468,0,id,,1
469,0,id,470,-1
470,4,state,iNY,1
471,13,years-in-business,,-1
472,7,website,,1
473,10,ratingValue,,-1
474,14,extra-phones,P,1
475,1,name,joe the art of coffee,-1
476,3,city,tNew York,1
477,10,ratingValue,,-1
478,7,website,,1
479,13,years-in-business,12,-1
480,8,priceRange,$i,1
481,10,ratingValue,,-1
482,5,zipCode,,1
483,13,years-in-business,,-1
484,6,phone,(212) 288-5303z,1
485,1,name,paola's,-1
486,4,state,NYx,1
487,11,neighborhood,Gramercy Park;Midtown Manhattan,-1
488,15,aka,yuNnpMRL r ssoILrS pterm J Rp a; trI &;MmJt nIuII&a roeaJpr& g;ntatc.ppcfaI latn  mJescoLutnn f tLryRu t ,1
489,0,id,490,-1
490,9,categories,eRRsna ieRrrrssu antuuistaelaFes;raheu;tnteidlta;yasRstsrsnaateentASRnunsS myCstoeaaao a;fs tt,1
491,11,neighborhood,Midtown Manhattan;Midtown East,-1
492,10,ratingValue,,1
493,14,extra-phones,Primary Phone;(212) 234-6114;Phone;(212) 234-0143;Phone;(212) 234-6114,-1
494,0,id,945,1
495,2,streetAddress,365 W 50th St,-1
496,1,name,  rggbao&,1
497,4,state,NY,-1
498,10,ratingValue,,1
499,15,aka,,-1
500,12,payment-method,tcdmedr i r csloarjlaa,1
501,14,extra-phones,,-1
502,12,payment-method,,1
503,4,state,NY,-1
504,8,priceRange,R$$,1
505,12,payment-method,amex;diners club;master card;visa,-1
506,1,name,t nrseuaan c rsanrietbe,1
507,7,website,,-1
508,8,priceRange,$$,1
509,6,phone,(212) 346-9390,-1
510,6,phone,,1
511,12,payment-method,all major credit cards,-1
512,14,extra-phones,,1
513,13,years-in-business,9,-1
514,2,streetAddress,7 t6 h15 2tWS,1
515,2,streetAddress,3938 Broadway,-1
516,11,neighborhood,Downtown Manhattan;TribecaT,1
517,1,name,schnitzel express,-1
518,0,id,519,1
519,13,years-in-business,,-1
520,3,city,lNew York,1
521,9,categories,Family Style Restaurants;Indian Restaurants;Restaurants,-1
522,6,phone,v(212) 253-1470,1
523,9,categories,Coffee & Espresso Restaurants;Coffee & Tea;American Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,-1
524,15,aka,,1
525,0,id,526,-1
526,9,categories,ClgeniuB;run NvesntG;tBa;aBrRSermtlrtisa;r rlra saaaespbs&rsuTa; sors sAn;attRhics,1
527,0,id,528,-1
528,1,name,jsilver palace,1
529,12,payment-method,mastercard;amex;visa;discover,-1
530,7,website,,1
531,10,ratingValue,3.5,-1
532,4,state,NYt,1
533,15,aka,2nd Avenue Deli,-1
534,6,phone,,1
535,1,name,dogs & brews,-1
536,12,payment-method,bamex;discover;master card;visa,1
537,0,id,538,-1
538,11,neighborhood,wa t nsntMenagaohliaD;VtloaEtnw,1
539,10,ratingValue,3,-1
540,15,aka,Q,1
541,7,website,http://gardenianyc.com,-1
542,2,streetAddress,125 W 44th Stz,1
543,10,ratingValue,2.5,-1
544,13,years-in-business,18p,1
545,2,streetAddress,243 W 14th St,-1
546,13,years-in-business,d,1
547,7,website,http://www.lafritenyc.com,-1
548,9,categories,etsOaun e;auti nilszaas na;kIttruTtaattaePrareRszaRs;Rnsut,1
549,11,neighborhood,Midtown Manhattan;Midtown;Midtown East,-1
550,11,neighborhood,rttahnacrtTneDiawii datet tMosnh;M,1
551,8,priceRange,$$$,-1
552,14,extra-phones,,1
553,13,years-in-business,12,-1
554,13,years-in-business,72,1
555,14,extra-phones,Phone;(646) 854-3730,-1
556,13,years-in-business,,1
557,5,zipCode,10024,-1
558,11,neighborhood,bUpper Manhattan;Upper East Side;Yorkville,1
559,2,streetAddress,37 E 50th St,-1
560,11,neighborhood,vGreenwich Village;Downtown Manhattan,1
561,4,state,NY,-1
562,7,website,fhttp://www.vynl-nyc.com,1
563,0,id,564,-1
564,7,website,towi/et.aechnwmrestla/.fco:etpcrw,1
565,4,state,NY,-1
566,1,name,ostaelchgec tae,1
567,5,zipCode,10018,-1
568,0,id,659,1
569,11,neighborhood,Downtown Manhattan;Lower East Side,-1
570,3,city,kYNwro e,1
571,7,website,http://www.delfriscos.com;http://delfriscos.com/location/new-york,-1
572,7,website,f,1
573,11,neighborhood,Garment District;Midtown Manhattan,-1
574,6,phone,(212) 675-4700i,1
575,8,priceRange,,-1
576,2,streetAddress,,1
577,3,city,New York,-1
578,12,payment-method,,1
579,15,aka,Shinjuku Japanese Restaurant;Shinjuku II,-1
580,2,streetAddress,t331 W Broadway,1
581,15,aka,Cellar of Amelie LLC;The Cellar of Amelie LLC,-1
582,12,payment-method,mdcdoirmciate;;srsraeeav;vaxs,1
583,8,priceRange,,-1
584,1,name,eastwoodC,1
585,0,id,586,-1
586,10,ratingValue,w3.5,1
587,5,zipCode,10030,-1
588,7,website,,1
589,11,neighborhood,Downtown Manhattan;Bowery,-1
590,2,streetAddress,3i#nA1l sSrMaP  t  ak,1
591,3,city,New York,-1
592,15,aka,Daniela Restaurant;Daniela's Gourmet TrattoriaW,1
593,5,zipCode,10167,-1
594,11,neighborhood,iUptown;Harlem;Central Harlem;Upper Manhattan,1
595,2,streetAddress,508 Greenwich St,-1
596,11,neighborhood,,1
597,9,categories,Chinese Restaurants;Asian Restaurants;Restaurants,-1
598,1,name,i ron encraaat mgtntltiaunms,1
599,3,city,New York,-1
600,12,payment-method,Uall major credit cards,1
601,3,city,New York,-1
602,11,neighborhood,QDowntown Manhattan;East Village,1
603,0,id,604,-1
604,15,aka,asRn htluartCyesa'r,1
605,2,streetAddress,821 2nd Ave,-1
606,14,extra-phones,oa5P64(944x-n4;122F7;6-)4 7 66)6e96;1h(,1
607,1,name,china chalet,-1
608,11,neighborhood,GDowntown Manhattan;Little Italy,1
609,8,priceRange,$$,-1
610,7,website,,1
611,13,years-in-business,4,-1
612,0,id,,1
613,11,neighborhood,NoLita;Downtown Manhattan,-1
614,5,zipCode,36001,1
615,13,years-in-business,,-1
616,1,name, irvftaeec,1
617,10,ratingValue,3.5,-1
618,9,categories,,1
619,5,zipCode,10002,-1
620,0,id,621E,1
621,2,streetAddress,153 E 33rd St,-1
622,8,priceRange,$$$X,1
623,5,zipCode,10009,-1
624,9,categories,ESeafood Restaurants;American Restaurants;Bars;Cocktail Lounges;Restaurants,1
625,7,website,http://antiquegaragesoho.com,-1
626,9,categories,FChinese Restaurants;Asian Restaurants;Restaurants,1
627,4,state,NY,-1
628,4,state,NYL,1
629,12,payment-method,amex;discover;master card;visa;all major credit cards,-1
630,9,categories,eAmerican Restaurants;Pizza;Dessert Restaurants;Ice Cream & Frozen Desserts;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Bakeries;Caterers;Coffee & Tea;Restaurants,1
631,11,neighborhood,Downtown Manhattan;East Village,-1
632,14,extra-phones,,1
633,14,extra-phones,Phone;(917) 722-3829;Fax;(212) 564-2974,-1
634,10,ratingValue,,1
635,9,categories,Family Style Restaurants;Italian Restaurants;Mediterranean Restaurants;Bars;Taverns;Restaurants,-1
636,10,ratingValue,,1
637,11,neighborhood,Downtown Manhattan;Financial District,-1
638,13,years-in-business,16L,1
639,4,state,NY,-1
640,10,ratingValue,,1
641,6,phone,(212) 629-5588,-1
642,11,neighborhood,tMinneeaaCt;nthsaodlh awM,1
643,14,extra-phones,Phone;(917) 791-5408;Fax;(646) 918-7366,-1
644,6,phone,,1
645,12,payment-method,,-1
646,15,aka,K,1
647,3,city,New York,-1
648,7,website,,1
649,1,name,amali,-1
650,4,state,NYs,1
651,7,website,,-1
652,1,name,ssuniarocter  itman,1
653,2,streetAddress,202 Columbus Ave,-1
654,14,extra-phones,h,1
655,7,website,http://www.cheesypizza.com;http://www.cheesypizza.com/welcome.tpl?from=top45,-1
656,1,name,,1
657,11,neighborhood,Upper Manhattan;Upper West Side,-1
658,9,categories,Thai Restaurants;American Restaurants;Asian Restaurants;RestaurantsB,1
659,4,state,NY,-1
660,12,payment-method,amxatasveidicar;ss eadhcm;rsceor;;v,1
661,15,aka,,-1
662,14,extra-phones,Phone;(212) 741-1723;Phone;(917) 722-3772;Fax Number;(212) 741-1723;Fax;(212) 741-1273G,1
663,4,state,NY,-1
664,3,city,HNew York,1
665,15,aka,,-1
666,13,years-in-business,P,1
667,7,website,,-1
668,5,zipCode,10009Z,1
669,14,extra-phones,Phone;(917) 722-3805;Fax;(212) 677-5915,-1
670,7,website,,1
671,0,id,672,-1
672,6,phone,26-)323 31(888,1
673,15,aka,Il Valentino Restaurant;IL Valentino Restaurant Inc,-1
674,10,ratingValue,f5,1
675,9,categories,Japanese Restaurants;Take Out Restaurants;Restaurants,-1
676,6,phone,3(20) 2248-012,1
677,14,extra-phones,,-1
678,6,phone,(212) 421-0948q,1
679,10,ratingValue,,-1
680,3,city,,1
681,10,ratingValue,,-1
682,2,streetAddress,146 E 46th Ste,1
683,10,ratingValue,,-1
684,3,city,New Yorkp,1
685,8,priceRange,,-1
686,0,id,876,1
687,10,ratingValue,4.5,-1
688,7,website,lhttp://www.tonallicafebar.com,1
689,9,categories,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,-1
690,8,priceRange,g$$,1
