tid,cid,column,value,label
118,5,act_arr_time,k10:36 a.m.,1
119,1,flight,AA-1434-DFW-MCO,-1
120,5,act_arr_time,i10:36 a.m.,1
121,1,flight,AA-1434-DFW-MCO,-1
122,1,flight,AA-1434-DFW-MCOG,1
123,4,sched_arr_time,10:35 a.m.,-1
124,4,sched_arr_time,K10:35 a.m.,1
125,1,flight,AA-1522-SFO-ORD,-1
126,2,sched_dep_time,51:p5. .m1,1
127,5,act_arr_time,5:50 a.m.,-1
128,3,act_dep_time,11:55 p.m.H,1
129,2,sched_dep_time,11:55 p.m.,-1
130,3,act_dep_time,: 1m5.51p.,1
131,3,act_dep_time,11:55 p.m.,-1
132,2,sched_dep_time,,1
133,5,act_arr_time,5:50 a.m.,-1
134,3,act_dep_time,1p m1:5..5,1
135,2,sched_dep_time,11:55 p.m.,-1
136,5,act_arr_time,5 :5.a0m.,1
137,3,act_dep_time,11:55 p.m.,-1
138,0,src,,1
139,5,act_arr_time,5:50 a.m.,-1
140,1,flight,AA-1522-SFO-ORDV,1
141,4,sched_arr_time,5:50 a.m.,-1
142,2,sched_dep_time,,1
143,2,sched_dep_time,11:55 p.m.,-1
144,5,act_arr_time,,1
145,1,flight,AA-1522-SFO-ORD,-1
146,0,src,,1
147,1,flight,AA-1522-SFO-ORD,-1
148,0,src,,1
149,2,sched_dep_time,11:25 a.m.,-1
150,0,src,,1
151,4,sched_arr_time,5:25 p.m.,-1
152,4,sched_arr_time,,1
153,1,flight,AA-1544-SAN-ORD,-1
154,1,flight,AA-1544-SAN-ORDD,1
155,1,flight,AA-1544-SAN-ORD,-1
156,0,src,,1
157,3,act_dep_time,11:40 a.m.,-1
158,0,src,,1
159,5,act_arr_time,4:56 p.m.,-1
160,4,sched_arr_time,,1
161,4,sched_arr_time,5:25 p.m.,-1
162,3,act_dep_time,,1
163,3,act_dep_time,11:40 a.m.,-1
164,4,sched_arr_time, m25.5.p:,1
165,3,act_dep_time,11:40 a.m.,-1
166,4,sched_arr_time,,1
167,3,act_dep_time,11:40 a.m.,-1
168,2,sched_dep_time,,1
169,0,src,weather,-1
170,4,sched_arr_time,m2p .7.:5,1
171,5,act_arr_time,7:25 p.m.,-1
172,1,flight,A4MAM0O-A1C-6-I,1
173,3,act_dep_time,6:30 p.m.,-1
174,0,src,leurlobtnsiavsgseue,1
175,1,flight,AA-1640-MIA-MCO,-1
176,0,src,,1
177,0,src,flightexplorer,-1
178,3,act_dep_time,0.mp6 3.:,1
179,5,act_arr_time,7:25 p.m.,-1
180,4,sched_arr_time,f7:25 p.m.,1
181,4,sched_arr_time,7:25 p.m.,-1
182,5,act_arr_time,M7:25 p.m.,1
183,4,sched_arr_time,7:25 p.m.,-1
184,2,sched_dep_time,,1
185,5,act_arr_time,7:25 p.m.,-1
186,0,src,Ghelloflight,1
187,2,sched_dep_time,6:30 p.m.,-1
188,5,act_arr_time,,1
189,4,sched_arr_time,7:25 p.m.,-1
190,1,flight,AA-1640-MIA-MCOq,1
191,0,src,panynj,-1
192,1,flight,0IAC-1M-6A-MA4O,1
193,1,flight,AA-1640-MIA-MCO,-1
194,2,sched_dep_time,6:30 p.m.F,1
195,5,act_arr_time,7:25 p.m.,-1
196,5,act_arr_time,c7:25 p.m.,1
197,0,src,wunderground,-1
198,3,act_dep_time,10:18 a.m.I,1
199,0,src,airtravelcenter,-1
200,2,sched_dep_time,a1:m. .510,1
201,2,sched_dep_time,10:15 a.m.,-1
202,1,flight,eAA-1664-MIA-ATL,1
203,2,sched_dep_time,10:15 a.m.,-1
204,4,sched_arr_time,N12:10 p.m.,1
205,3,act_dep_time,10:18 a.m.,-1
206,3,act_dep_time,,1
207,4,sched_arr_time,12:10 p.m.,-1
208,5,act_arr_time,11:56 a.m.r,1
209,4,sched_arr_time,12:10 p.m.,-1
210,0,src,mlofmyect,1
211,3,act_dep_time,10:18 a.m.,-1
212,3,act_dep_time,:m.101a.8 ,1
213,2,sched_dep_time,10:15 a.m.,-1
214,1,flight,-AT-MI6L64AA-A1,1
215,1,flight,AA-1664-MIA-ATL,-1
216,3,act_dep_time,0..11a8m: ,1
217,5,act_arr_time,11:56 a.m.,-1
218,5,act_arr_time,f11:56 a.m.,1
219,2,sched_dep_time,10:15 a.m.,-1
220,0,src,,1
221,0,src,weather,-1
222,3,act_dep_time,10:18 a.m.Q,1
223,2,sched_dep_time,10:15 a.m.,-1
224,0,src,paa,1
225,2,sched_dep_time,7:45 p.m.,-1
226,4,sched_arr_time,,1
227,5,act_arr_time,10:30 p.m.,-1
228,2,sched_dep_time,7:45 p.m.o,1
229,2,sched_dep_time,7:45 p.m.,-1
230,0,src,,1
231,5,act_arr_time,10:30 p.m.,-1
232,1,flight,AA-1733-ORD-PHXU,1
233,5,act_arr_time,10:30 p.m.,-1
234,1,flight,3HO-17-D3AARXP-,1
235,5,act_arr_time,10:30 p.m.,-1
236,5,act_arr_time,,1
237,2,sched_dep_time,7:45 p.m.,-1
238,0,src,helloflightk,1
239,5,act_arr_time,10:30 p.m.,-1
240,4,sched_arr_time,.p 03.:01m,1
241,3,act_dep_time,7:58 p.m.,-1
242,3,act_dep_time,7:58 p.m.U,1
243,4,sched_arr_time,10:30 p.m.,-1
244,1,flight,TAA-1733-ORD-PHX,1
245,0,src,quicktrip,-1
246,2,sched_dep_time,a7:45 p.m.,1
247,1,flight,AA-1733-ORD-PHX,-1
248,0,src,wtereah,1
249,2,sched_dep_time,7:45 p.m.,-1
250,4,sched_arr_time, .0.3p1m:0,1
251,5,act_arr_time,1:40 p.m.,-1
252,4,sched_arr_time,,1
253,4,sched_arr_time,2:20 p.m.,-1
254,1,flight,AA-1886-BOS-MIAT,1
255,1,flight,AA-1886-BOS-MIA,-1
256,5,act_arr_time,,1
257,0,src,flights,-1
258,1,flight,A6A8OMS--81A-BI,1
259,5,act_arr_time,1:40 p.m.,-1
260,1,flight,,1
261,4,sched_arr_time,2:20 p.m.,-1
262,1,flight,wAA-1886-BOS-MIA,1
263,0,src,helloflight,-1
264,0,src,tlrmyaenap,1
265,5,act_arr_time,1:40 p.m.,-1
266,0,src,lpanynj,1
267,2,sched_dep_time,10:45 a.m.,-1
268,2,sched_dep_time,,1
269,5,act_arr_time,1:40 p.m.,-1
270,0,src,,1
271,0,src,airtravelcenter,-1
272,3,act_dep_time, 2.m.p:73,1
273,0,src,boston,-1
274,3,act_dep_time,3:27 p.m.V,1
275,3,act_dep_time,3:27 p.m.,-1
276,1,flight,,1
277,5,act_arr_time,5:43 p.m.,-1
278,2,sched_dep_time,.mp25 :5.,1
279,2,sched_dep_time,2:55 p.m.,-1
280,0,src,foytemclm,1
281,3,act_dep_time,3:27 p.m.,-1
282,4,sched_arr_time,b5:55 p.m.,1
283,1,flight,AA-1917-JFK-MCO,-1
284,1,flight,vAA-1917-JFK-MCO,1
285,3,act_dep_time,3:27 p.m.,-1
286,5,act_arr_time,m5:43 p.m.,1
287,5,act_arr_time,5:43 p.m.,-1
288,5,act_arr_time,5:43 p.m.b,1
289,3,act_dep_time,3:27 p.m.,-1
290,1,flight,,1
291,0,src,travelocity,-1
292,5,act_arr_time,,1
293,2,sched_dep_time,2:55 p.m.,-1
294,1,flight,K7-AMFAOC-91J-1,1
295,2,sched_dep_time,11:25 p.m.,-1
296,4,sched_arr_time,,1
297,4,sched_arr_time,6:55 a.m.,-1
298,2,sched_dep_time,,1
299,4,sched_arr_time,6:55 a.m.,-1
300,4,sched_arr_time,,1
301,0,src,flightexplorer,-1
302,1,flight,,1
303,0,src,flightstats,-1
304,4,sched_arr_time,,1
305,1,flight,AA-204-LAX-MCO,-1
306,0,src,,1
307,5,act_arr_time,6:55 a.m.,-1
308,0,src,ogoxf,1
309,2,sched_dep_time,11:25 p.m.,-1
310,4,sched_arr_time,: 6a.m.55,1
311,3,act_dep_time,11:25 p.m.,-1
312,2,sched_dep_time,,1
313,0,src,orbitz,-1
314,5,act_arr_time,v6:55 a.m.,1
315,0,src,quicktrip,-1
316,3,act_dep_time,11:25 p.m.R,1
317,2,sched_dep_time,11:25 p.m.,-1
318,4,sched_arr_time,:m5.a65. ,1
319,5,act_arr_time,6:55 a.m.,-1
320,5,act_arr_time,2:46 p.m.K,1
321,4,sched_arr_time,2:45 p.m.,-1
322,2,sched_dep_time,. 4m0a0:.1,1
323,0,src,boston,-1
324,0,src,Fbusinesstravellogue,1
325,2,sched_dep_time,10:40 a.m.,-1
326,1,flight,AA-2050-ORD-MIAS,1
327,2,sched_dep_time,10:40 a.m.,-1
328,0,src,Jflights,1
329,0,src,flightstats,-1
330,3,act_dep_time,X11:05 a.m.,1
331,1,flight,AA-2050-ORD-MIA,-1
332,2,sched_dep_time,R10:40 a.m.,1
333,3,act_dep_time,11:05 a.m.,-1
334,4,sched_arr_time,,1
335,3,act_dep_time,11:05 a.m.,-1
336,2,sched_dep_time,,1
337,1,flight,AA-2050-ORD-MIA,-1
338,5,act_arr_time,2:46 p.m.S,1
339,5,act_arr_time,2:46 p.m.,-1
340,0,src,ordL,1
341,2,sched_dep_time,10:40 a.m.,-1
342,4,sched_arr_time,,1
343,4,sched_arr_time,2:45 p.m.,-1
344,4,sched_arr_time,2:45 p.m.g,1
345,2,sched_dep_time,10:40 a.m.,-1
346,2,sched_dep_time,V10:40 a.m.,1
347,5,act_arr_time,2:46 p.m.,-1
348,2,sched_dep_time,L7:10 a.m.,1
349,2,sched_dep_time,7:10 a.m.,-1
350,0,src,inlaarteglai,1
351,2,sched_dep_time,7:10 a.m.,-1
352,5,act_arr_time,3:14 p.m.B,1
353,4,sched_arr_time,3:30 p.m.,-1
354,1,flight,S2X2OA-BA-L2A-,1
355,2,sched_dep_time,7:10 a.m.,-1
356,3,act_dep_time,7:31 a.m.Y,1
357,3,act_dep_time,7:31 a.m.,-1
358,2,sched_dep_time,e7:10 a.m.,1
359,4,sched_arr_time,3:30 p.m.,-1
360,0,src,tymmocefl,1
361,5,act_arr_time,3:14 p.m.,-1
362,4,sched_arr_time,0:.m. 3p3,1
363,5,act_arr_time,3:14 p.m.,-1
364,5,act_arr_time,,1
365,1,flight,AA-222-LAX-BOS,-1
366,2,sched_dep_time,7:10 a.m.C,1
367,2,sched_dep_time,7:10 a.m.,-1
368,2,sched_dep_time,,1
369,3,act_dep_time,7:31 a.m.,-1
370,5,act_arr_time,,1
371,2,sched_dep_time,7:10 a.m.,-1
372,4,sched_arr_time,,1
373,4,sched_arr_time,11:35 a.m.,-1
374,4,sched_arr_time,,1
375,3,act_dep_time,7:22 a.m.,-1
376,4,sched_arr_time,11:35 a.m.h,1
377,3,act_dep_time,7:22 a.m.,-1
378,0,src,flightawareF,1
379,4,sched_arr_time,11:35 a.m.,-1
380,1,flight,P8-26OD-ARX2H-A,1
381,5,act_arr_time,11:06 a.m.,-1
382,3,act_dep_time,7:22 a.m.j,1
383,5,act_arr_time,11:06 a.m.,-1
384,0,src,,1
385,4,sched_arr_time,11:35 a.m.,-1
386,5,act_arr_time,,1
387,1,flight,AA-2268-PHX-ORD,-1
388,0,src,aartenmypl,1
389,4,sched_arr_time,11:35 a.m.,-1
390,0,src,Uord,1
391,1,flight,AA-2268-PHX-ORD,-1
392,3,act_dep_time,a:27m. 2.,1
393,0,src,travelocity,-1
394,5,act_arr_time,11:06 a.m.D,1
395,2,sched_dep_time,7:15 a.m.,-1
396,0,src,,1
397,3,act_dep_time,7:22 a.m.,-1
398,5,act_arr_time,z11:50 p.m.,1
399,0,src,airtravelcenter,-1
400,4,sched_arr_time,,1
401,5,act_arr_time,11:50 p.m.,-1
402,5,act_arr_time,11:50 p.m.M,1
403,1,flight,AA-2312-DFW-DTW,-1
404,1,flight,AA-2312-DFW-DTWp,1
405,4,sched_arr_time,11:50 p.m.,-1
406,3,act_dep_time,8:25 p.m.i,1
407,5,act_arr_time,11:50 p.m.,-1
408,5,act_arr_time,,1
409,2,sched_dep_time,8:25 p.m.,-1
410,2,sched_dep_time,8:25 p.m.T,1
411,0,src,flylouisville,-1
412,1,flight,AA-2312-DFW-DTWl,1
413,5,act_arr_time,11:50 p.m.,-1
414,1,flight,AA-2312-DFW-DTWj,1
415,3,act_dep_time,8:25 p.m.,-1
416,4,sched_arr_time,,1
417,5,act_arr_time,11:50 p.m.,-1
418,5,act_arr_time,11:50 p.m.T,1
419,4,sched_arr_time,11:50 p.m.,-1
420,4,sched_arr_time,0m51p.1: .,1
421,0,src,travelocity,-1
422,2,sched_dep_time,,1
423,5,act_arr_time,11:50 p.m.,-1
424,2,sched_dep_time,Z8:25 p.m.,1
425,2,sched_dep_time,7:25 a.m.,-1
426,3,act_dep_time,,1
427,4,sched_arr_time,11:10 a.m.,-1
428,5,act_arr_time,R11:06 a.m.,1
429,4,sched_arr_time,11:10 a.m.,-1
430,5,act_arr_time,,1
431,5,act_arr_time,11:06 a.m.,-1
432,2,sched_dep_time,h7:25 a.m.,1
433,2,sched_dep_time,7:25 a.m.,-1
434,0,src,Pflightview,1
435,5,act_arr_time,11:06 a.m.,-1
436,3,act_dep_time,:7.am3 .9,1
437,2,sched_dep_time,7:25 a.m.,-1
438,3,act_dep_time,7:39 a.m.d,1
439,1,flight,AA-2525-DFW-MIA,-1
440,5,act_arr_time,11:06 a.m.l,1
441,0,src,mia,-1
442,3,act_dep_time,A7:39 a.m.,1
443,2,sched_dep_time,7:25 a.m.,-1
444,0,src,Corbitz,1
445,3,act_dep_time,7:39 a.m.,-1
446,4,sched_arr_time,11a:.m. 10,1
447,4,sched_arr_time,11:10 a.m.,-1
448,4,sched_arr_time,0 .1m.11:a,1
449,3,act_dep_time,7:39 a.m.,-1
450,1,flight,5AAWFI2--A2-M5D,1
451,1,flight,AA-271-MIA-LAX,-1
452,3,act_dep_time,u11:52 a.m.,1
453,3,act_dep_time,11:52 a.m.,-1
454,5,act_arr_time,,1
455,4,sched_arr_time,2:25 p.m.,-1
456,2,sched_dep_time,.:35.11 am,1
457,0,src,flightaware,-1
458,0,src,fflightexplorer,1
459,1,flight,AA-271-MIA-LAX,-1
460,3,act_dep_time,,1
461,0,src,flightview,-1
462,5,act_arr_time,k2:27 p.m.,1
463,3,act_dep_time,11:52 a.m.,-1
464,0,src,xiosbfusesn,1
465,3,act_dep_time,11:52 a.m.,-1
466,1,flight,TAA-271-MIA-LAX,1
467,3,act_dep_time,11:52 a.m.,-1
468,2,sched_dep_time,q11:35 a.m.,1
469,1,flight,AA-271-MIA-LAX,-1
470,3,act_dep_time,a5 12:.m.1,1
471,2,sched_dep_time,11:35 a.m.,-1
472,1,flight,-A-AA7L2AXMI-1,1
473,3,act_dep_time,11:52 a.m.,-1
474,0,src,fiwrt-gahoed-clrtlkr,1
475,5,act_arr_time,2:27 p.m.,-1
476,0,src,caa,1
477,5,act_arr_time,11:01 a.m.,-1
478,4,sched_arr_time,,1
479,5,act_arr_time,11:01 a.m.,-1
480,3,act_dep_time,8:04 a.m.g,1
481,1,flight,AA-2957-DFW-CVG,-1
482,4,sched_arr_time,11:05 a.m.M,1
483,3,act_dep_time,8:04 a.m.,-1
484,1,flight,AA-2957-DFW-CVGp,1
485,3,act_dep_time,8:04 a.m.,-1
486,2,sched_dep_time,5. m7.:a5,1
487,5,act_arr_time,11:01 a.m.,-1
488,0,src,flytecommt,1
489,1,flight,AA-2957-DFW-CVG,-1
490,4,sched_arr_time,11:05 a.m.Q,1
491,5,act_arr_time,11:01 a.m.,-1
492,3,act_dep_time,,1
493,4,sched_arr_time,11:05 a.m.,-1
494,1,flight,VW-D-5792CAA-FG,1
495,5,act_arr_time,11:01 a.m.,-1
496,2,sched_dep_time,,1
497,3,act_dep_time,8:04 a.m.,-1
498,2,sched_dep_time,t7:55 a.m.,1
499,0,src,world-flight-tracker,-1
500,0,src,wundergrounde,1
501,5,act_arr_time,3:16 p.m.,-1
502,2,sched_dep_time,m0.. p021:,1
503,2,sched_dep_time,12:00 p.m.,-1
504,3,act_dep_time,.m: p1.112,1
505,4,sched_arr_time,3:15 p.m.,-1
506,5,act_arr_time, .p61.3:m,1
507,0,src,flightaware,-1
508,1,flight,A-JXFK-3A-LA,1
509,1,flight,AA-3-JFK-LAX,-1
510,2,sched_dep_time,1mp2.0 .:0,1
511,2,sched_dep_time,12:00 p.m.,-1
512,4,sched_arr_time,,1
513,0,src,flytecomm,-1
514,0,src,sbuifsnxoes,1
515,3,act_dep_time,12:11 p.m.,-1
516,2,sched_dep_time,12:00 p.m.n,1
517,1,flight,AA-3-JFK-LAX,-1
518,2,sched_dep_time,0m p..:021,1
519,5,act_arr_time,3:16 p.m.,-1
520,3,act_dep_time,,1
521,0,src,quicktrip,-1
522,3,act_dep_time,V12:11 p.m.,1
523,5,act_arr_time,3:16 p.m.,-1
524,5,act_arr_time,3:16 p.m.X,1
525,5,act_arr_time,3:16 p.m.,-1
526,3,act_dep_time,,1
527,3,act_dep_time,8:39 p.m.,-1
528,4,sched_arr_time,9:20 p.m.O,1
529,2,sched_dep_time,8:20 p.m.,-1
530,4,sched_arr_time,mp092..: ,1
531,4,sched_arr_time,9:20 p.m.,-1
532,2,sched_dep_time, 8.m.2:0p,1
533,4,sched_arr_time,9:20 p.m.,-1
534,5,act_arr_time,g9:20 p.m.,1
535,4,sched_arr_time,9:20 p.m.,-1
536,4,sched_arr_time,,1
537,1,flight,AA-3063-SLC-LAX,-1
538,1,flight,wAA-3063-SLC-LAX,1
539,5,act_arr_time,9:20 p.m.,-1
540,4,sched_arr_time,,1
541,2,sched_dep_time,8:20 p.m.,-1
542,1,flight,AA-3063-SLC-LAXD,1
543,2,sched_dep_time,8:20 p.m.,-1
544,0,src,,1
545,0,src,panynj,-1
546,2,sched_dep_time,E8:20 p.m.,1
547,3,act_dep_time,8:39 p.m.,-1
548,0,src,,1
549,1,flight,AA-3063-SLC-LAX,-1
550,1,flight,-A3CA4-MI-6AVG8,1
551,2,sched_dep_time,7:00 a.m.,-1
552,3,act_dep_time, a:7.m52.,1
553,1,flight,AA-3468-CVG-MIA,-1
554,2,sched_dep_time,,1
555,4,sched_arr_time,9:55 a.m.,-1
556,0,src,,1
557,2,sched_dep_time,7:00 a.m.,-1
558,1,flight,,1
559,1,flight,AA-3468-CVG-MIA,-1
560,3,act_dep_time,5. :7.a2m,1
561,3,act_dep_time,7:25 a.m.,-1
562,3,act_dep_time,,1
563,0,src,foxbusiness,-1
564,5,act_arr_time,9:45 a.m.d,1
565,1,flight,AA-3468-CVG-MIA,-1
566,2,sched_dep_time,,1
567,2,sched_dep_time,7:00 a.m.,-1
568,3,act_dep_time,7:25 a.m.I,1
569,2,sched_dep_time,7:00 a.m.,-1
570,3,act_dep_time,7:25 a.m.l,1
571,1,flight,AA-3468-CVG-MIA,-1
572,3,act_dep_time,,1
573,3,act_dep_time,7:25 a.m.,-1
574,4,sched_arr_time,95..: 5ma,1
575,5,act_arr_time,9:45 a.m.,-1
576,1,flight,cAA-3468-CVG-MIA,1
577,0,src,aa,-1
578,0,src,,1
579,1,flight,AA-3756-ORD-SLC,-1
580,0,src,Rboston,1
581,3,act_dep_time,12:41 p.m.,-1
582,2,sched_dep_time,A12:15 p.m.,1
583,1,flight,AA-3756-ORD-SLC,-1
584,3,act_dep_time,12:41 p.m.U,1
585,0,src,flightstats,-1
586,2,sched_dep_time,p12: 15..m,1
587,0,src,flylouisville,-1
588,4,sched_arr_time,,1
589,4,sched_arr_time,2:45 p.m.,-1
590,2,sched_dep_time,mp. 12.5:1,1
591,1,flight,AA-3756-ORD-SLC,-1
592,1,flight,AA-3756-ORD-SLCq,1
593,0,src,myrateplan,-1
594,0,src,orbitzi,1
595,4,sched_arr_time,2:45 p.m.,-1
596,5,act_arr_time,,1
597,2,sched_dep_time,12:15 p.m.,-1
598,1,flight,CAA-3756-ORD-SLC,1
599,5,act_arr_time,2:50 p.m.,-1
600,4,sched_arr_time,,1
601,2,sched_dep_time,12:15 p.m.,-1
602,1,flight,,1
603,2,sched_dep_time,4:00 p.m.,-1
604,4,sched_arr_time,,1
605,5,act_arr_time,6:15 p.m.,-1
606,1,flight,DAA-3786-IAH-ORD,1
607,4,sched_arr_time,6:40 p.m.,-1
608,5,act_arr_time,6:15 p.m.X,1
609,5,act_arr_time,6:15 p.m.,-1
610,4,sched_arr_time,: p..0m64,1
611,4,sched_arr_time,6:40 p.m.,-1
612,4,sched_arr_time,B6:40 p.m.,1
613,5,act_arr_time,6:15 p.m.,-1
614,0,src,iselulyfvloli,1
615,4,sched_arr_time,6:40 p.m.,-1
616,3,act_dep_time,4:12 p.m.P,1
617,3,act_dep_time,4:12 p.m.,-1
618,0,src,helloflightO,1
619,4,sched_arr_time,6:40 p.m.,-1
620,3,act_dep_time,4:12 p.m.O,1
621,4,sched_arr_time,6:40 p.m.,-1
622,1,flight,,1
623,5,act_arr_time,6:15 p.m.,-1
624,5,act_arr_time,mp.:6. 15,1
625,4,sched_arr_time,6:40 p.m.,-1
626,0,src,vrtilyacteo,1
627,5,act_arr_time,6:15 p.m.,-1
628,4,sched_arr_time,,1
629,0,src,world-flight-tracker,-1
630,1,flight,,1
631,0,src,aa,-1
632,2,sched_dep_time,5m.p23.: ,1
633,0,src,allegiantair,-1
634,2,sched_dep_time,,1
635,4,sched_arr_time,4:05 p.m.,-1
636,5,act_arr_time,I3:43 p.m.,1
637,2,sched_dep_time,2:35 p.m.,-1
638,2,sched_dep_time,,1
639,4,sched_arr_time,4:05 p.m.,-1
640,3,act_dep_time,2m4 :4..p,1
641,2,sched_dep_time,2:35 p.m.,-1
642,3,act_dep_time,2:44 p.m.H,1
643,5,act_arr_time,3:43 p.m.,-1
644,4,sched_arr_time,,1
645,2,sched_dep_time,2:35 p.m.,-1
646,2,sched_dep_time,2:35 p.m.b,1
647,1,flight,AA-3804-PHL-ORD,-1
648,1,flight,hAA-3804-PHL-ORD,1
649,5,act_arr_time,3:43 p.m.,-1
650,2,sched_dep_time,J2:35 p.m.,1
651,0,src,phl,-1
652,2,sched_dep_time,2:35 p.m.k,1
653,1,flight,AA-3804-PHL-ORD,-1
654,2,sched_dep_time,3m:. 25p.,1
655,2,sched_dep_time,2:35 p.m.,-1
656,0,src,,1
657,5,act_arr_time,3:43 p.m.,-1
658,2,sched_dep_time,6:00 a.m.M,1
659,5,act_arr_time,6:19 a.m.,-1
660,4,sched_arr_time,6.4.:0 ma,1
661,4,sched_arr_time,6:40 a.m.,-1
662,2,sched_dep_time,Y6:00 a.m.,1
663,5,act_arr_time,6:19 a.m.,-1
664,3,act_dep_time,a16:.0. m,1
665,2,sched_dep_time,6:00 a.m.,-1
666,2,sched_dep_time,,1
667,3,act_dep_time,6:10 a.m.,-1
668,2,sched_dep_time,m6.. a00:,1
669,1,flight,AA-3809-PHX-LAX,-1
670,4,sched_arr_time,6:40 a.m.J,1
671,0,src,flytecomm,-1
672,2,sched_dep_time,,1
